Customer_Name_ID;Customer Names;Order_Date;Order_Date (Год + Месяц, Первый день);Order_Date (Год);Profit;Order_Number;Warehouse_Code;Delivery_Region_ID;Product_ID;Order Quantity;Total_Order_Price;Total Unit Cost;Head_Office_ID;Region_Group;Region_Full_Name;City;Country;Product Name;Product Sales;Channel;Unit Price;Customer Sales Group;Группа ABC-XYZ;Группа_ABC;Группа_XYZ;RFM
117;ALK-Abello Ltd;02.06.2015;01.06.2015;2015;7896,352;SO - 0003235;AXW291;30;3;8;27228,8;2416,556;30;Top Regions;Marseille, France;Marseille;France;Product 3;10374661,9;Wholesale;3403,6;Top Clients;AY;A;Y;333
100;Aibox Company;05.06.2015;01.06.2015;2015;18117,336;SO - 0003265;AXW291;21;15;8;31784,8;1708,433;6;Mid Regions;Donetsk, Ukraine;Donetsk;Ukraine;Product 15;10747791,6;Wholesale;3973,1;Top Clients;AZ;A;Z;445
35;Aromaticos Company;14.06.2015;01.06.2015;2015;7519,008;SO - 0003339;AXW291;21;12;8;17902,4;1297,924;34;Mid Regions;Donetsk, Ukraine;Donetsk;Ukraine;Product 12;10660912,7;Wholesale;2237,8;Top Clients;AY;A;Y;433
139;Zoomzone Corp;18.06.2015;01.06.2015;2015;4875,456;SO - 0003366;AXW291;28;7;8;20314,4;1929,868;63;Top Regions;Zaporozhye, Ukraine;Zaporozhye;Ukraine;Product 7;9503112,49999999;Wholesale;2539,3;Mid. Clients;BZ;B;Z;432
128;Cantrell Company;27.06.2015;01.06.2015;2015;3421,824;SO - 0003430;AXW291;4;10;8;14257,6;1354,472;35;Top Regions;ROMA, Italy;ROMA;Italy;Product 10;10736750;Wholesale;1782,2;Top Clients;AY;A;Y;443
108;Vitz Company;01.07.2015;01.07.2015;2015;4647,12;SO - 0003463;AXW291;6;4;8;9112;558,11;27;Top Regions;PARIS, France;PARIS;France;Product 4;10834576,7;Wholesale;1139;Mid. Clients;BZ;B;Z;322
52;Avamba Company;11.07.2015;01.07.2015;2015;14743,216;SO - 0003551;AXW291;13;1;8;43362,4;3577,398;46;Lower Regions;WIEN (Vienna), Austria;WIEN (Vienna);Austria;Product 1;9446611,40000001;Wholesale;5420,3;Top Clients;BY;B;Y;523
11;Voonyx Group;29.07.2015;01.07.2015;2015;7285,848;SO - 0003692;AXW291;5;5;8;31677,6;3048,969;15;Top Regions;KIEV, Ukraine;KIEV;Ukraine;Product 5;9609803,3;Wholesale;3959,7;Lower Clients;CY;C;Y;422
115;Dynazzy Company;30.07.2015;01.07.2015;2015;578,88;SO - 0003702;AXW291;24;14;8;1929,6;168,84;61;Top Regions;Odessa, Ukraine;Odessa;Ukraine;Product 14;10295467,9;Wholesale;241,2;Top Clients;BY;B;Y;423
5;Blogtags Ltd;30.07.2015;01.07.2015;2015;634,624;SO - 0003703;AXW291;20;8;8;1983,2;168,572;8;Lower Regions;Dnepropetrovsk, Ukraine;Dnepropetrovsk;Ukraine;Product 8;10172670,3;Wholesale;247,9;Top Clients;BY;B;Y;533
32;EMD Group;06.08.2015;01.08.2015;2015;14636,552;SO - 0003767;AXW291;9;12;8;31141,6;2063,131;54;Top Regions;Hamburg, Germany;Hamburg;Germany;Product 12;10660912,7;Wholesale;3892,7;Mid. Clients;BY;B;Y;422
6;Family Corp;09.08.2015;01.08.2015;2015;814,72;SO - 0003789;AXW291;6;7;8;2144;166,16;61;Top Regions;PARIS, France;PARIS;France;Product 7;9503112,49999999;Wholesale;268;Mid. Clients;BY;B;Y;432
119;Livepath Corp;09.08.2015;01.08.2015;2015;2921,2;SO - 0003791;AXW291;25;5;8;5842,4;365,15;5;Top Regions;Köln (Cologne), Germany;Köln (Cologne);Germany;Product 5;9609803,3;Wholesale;730,3;Mid. Clients;CY;C;Y;422
21;Viva Ltd;15.08.2015;01.08.2015;2015;2846,16;SO - 0003843;AXW291;29;11;8;15812;1620,73;55;Mid Regions;Lódz, Poland;Lódz;Poland;Product 11;10003749,9;Wholesale;1976,5;Top Clients;BY;B;Y;423
128;Cantrell Company;17.08.2015;01.08.2015;2015;4931,2;SO - 0003857;AXW291;26;14;8;30820;3236,1;35;Mid Regions;Torino (Turin), Italy;Torino (Turin);Italy;Product 14;10295467,9;Wholesale;3852,5;Top Clients;AY;A;Y;443
120;Chatterbri Ltd;18.08.2015;01.08.2015;2015;11336,4;SO - 0003864;AXW291;13;8;8;25192;1731,95;50;Lower Regions;WIEN (Vienna), Austria;WIEN (Vienna);Austria;Product 8;10172670,3;Wholesale;3149;Mid. Clients;BY;B;Y;422
59;Gabvine Ltd;18.08.2015;01.08.2015;2015;9447;SO - 0003868;AXW291;2;9;8;20100;1331,625;64;Lower Regions;BERLIN, Germany;BERLIN;Germany;Product 9;10489225,2;Wholesale;2512,5;Mid. Clients;CY;C;Y;532
10;Unit Ltd;21.08.2015;01.08.2015;2015;11145,584;SO - 0003885;AXW291;6;5;8;30123,2;2372,202;32;Top Regions;PARIS, France;PARIS;France;Product 5;9609803,3;Wholesale;3765,4;Lower Clients;CY;C;Y;522
118;MEIJER Corp;21.08.2015;01.08.2015;2015;8642,464;SO - 0003896;AXW291;9;14;8;29801,6;2644,892;46;Top Regions;Hamburg, Germany;Hamburg;Germany;Product 14;10295467,9;Wholesale;3725,2;Top Clients;AY;A;Y;433
44;Fivechat Company;24.08.2015;01.08.2015;2015;6063,768;SO - 0003919;AXW291;9;7;8;22458,4;2049,329;10;Top Regions;Hamburg, Germany;Hamburg;Germany;Product 7;9503112,49999999;Wholesale;2807,3;Lower Clients;CZ;C;Z;422
120;Chatterbri Ltd;27.08.2015;01.08.2015;2015;5860,088;SO - 0003938;AXW291;19;5;8;20207,2;1793,389;50;Top Regions;SOFIA, Bulgaria;SOFIA;Bulgaria;Product 5;9609803,3;Wholesale;2525,9;Mid. Clients;BY;B;Y;422
158;Linklinks Ltd;29.08.2015;01.08.2015;2015;1514,736;SO - 0003955;AXW291;15;4;8;8415,2;862,558;15;Top Regions;Barcelona, Spain;Barcelona;Spain;Product 4;10834576,7;Wholesale;1051,9;Mid. Clients;BY;B;Y;532
111;Buzzbean Group;08.09.2015;01.09.2015;2015;1175,448;SO - 0004028;AXW291;9;14;8;6914,4;717,369;10;Top Regions;Hamburg, Germany;Hamburg;Germany;Product 14;10295467,9;Wholesale;864,3;Top Clients;BY;B;Y;533
67;Skyble Corp;11.09.2015;01.09.2015;2015;5751,28;SO - 0004051;AXW291;2;13;8;15544;1224,09;12;Lower Regions;BERLIN, Germany;BERLIN;Germany;Product 13;10153809,8;Wholesale;1943;Top Clients;AY;A;Y;444
46;Chatterpoi Corp;15.09.2015;01.09.2015;2015;5284,96;SO - 0004089;AXW291;30;7;8;31088;3225,38;15;Top Regions;Marseille, France;Marseille;France;Product 7;9503112,49999999;Wholesale;3886;Top Clients;AY;A;Y;433
90;Aimbo Corp;27.09.2015;01.09.2015;2015;1782,2;SO - 0004178;AXW291;13;1;8;9380;949,725;49;Lower Regions;WIEN (Vienna), Austria;WIEN (Vienna);Austria;Product 1;9446611,40000001;Wholesale;1172,5;Top Clients;AY;A;Y;544
130;Jayo Company;27.09.2015;01.09.2015;2015;3323,2;SO - 0004180;AXW291;30;3;8;8308;623,1;53;Top Regions;Marseille, France;Marseille;France;Product 3;10374661,9;Wholesale;1038,5;Top Clients;AY;A;Y;234
91;Zoonder Group;02.10.2015;01.10.2015;2015;10937,08;SO - 0004221;AXW291;22;9;8;31248,8;2538,965;19;Top Regions;Napoli (Naples), Italy;Napoli (Naples);Italy;Product 9;10489225,2;Wholesale;3906,1;Top Clients;BY;B;Y;523
100;Aibox Company;07.10.2015;01.10.2015;2015;3685,536;SO - 0004257;AXW291;10;10;8;20475,2;2098,708;6;Lower Regions;MINSK, Belarus;MINSK;Belarus;Product 10;10736750;Wholesale;2559,4;Top Clients;AZ;A;Z;445
51;Yombu Corp;10.10.2015;01.10.2015;2015;12570,272;SO - 0004283;AXW291;27;12;8;30659,2;2261,116;13;Top Regions;ZAGREB, Croatia;ZAGREB;Croatia;Product 12;10660912,7;Wholesale;3832,4;Top Clients;BZ;B;Z;423
154;GOOD Ltd;11.10.2015;01.10.2015;2015;9875,264;SO - 0004289;AXW291;9;15;8;21011,2;1391,992;60;Top Regions;Hamburg, Germany;Hamburg;Germany;Product 15;10747791,6;Wholesale;2626,4;Top Clients;AY;A;Y;533
6;Family Corp;14.10.2015;01.10.2015;2015;2225,472;SO - 0004312;AXW291;14;7;8;9272,8;880,916;61;Top Regions;Kharkov, Ukraine;Kharkov;Ukraine;Product 7;9503112,49999999;Wholesale;1159,1;Mid. Clients;BY;B;Y;432
126;Rhynoodle Ltd;16.10.2015;01.10.2015;2015;2879,392;SO - 0004328;AXW291;30;6;8;8468,8;698,676;52;Top Regions;Marseille, France;Marseille;France;Product 6;11016019,4;Wholesale;1058,6;Top Clients;BZ;B;Z;523
19;Roberts Company;26.10.2015;01.10.2015;2015;8826,848;SO - 0004406;AXW291;26;8;8;19188,8;1295,244;27;Mid Regions;Torino (Turin), Italy;Torino (Turin);Italy;Product 8;10172670,3;Wholesale;2398,6;Mid. Clients;BY;B;Y;222
77;Valeant Corp;28.10.2015;01.10.2015;2015;17134,848;SO - 0004420;AXW291;30;2;8;31731,2;1824,544;60;Top Regions;Marseille, France;Marseille;France;Product 2;10711068,9;Wholesale;3966,4;Top Clients;AY;A;Y;444
39;Kazu Corp;30.10.2015;01.10.2015;2015;1978,912;SO - 0004438;AXW291;31;9;8;7611,2;704,036;45;Top Regions;RIGA, Latvia;RIGA;Latvia;Product 9;10489225,2;Wholesale;951,4;Top Clients;AY;A;Y;333
55;American Corp;03.11.2015;01.11.2015;2015;710,736;SO - 0004466;AXW291;3;14;8;1393,6;85,358;52;Top Regions;MADRID, Spain;MADRID;Spain;Product 14;10295467,9;Wholesale;174,2;Lower Clients;CY;C;Y;532
168;Podcat Corp;03.11.2015;01.11.2015;2015;16594,56;SO - 0004467;AXW291;9;3;8;41486,4;3111,48;35;Top Regions;Hamburg, Germany;Hamburg;Germany;Product 3;10374661,9;Wholesale;5185,8;Top Clients;BY;B;Y;232
84;The Ltd;05.11.2015;01.11.2015;2015;2805,96;SO - 0004477;AXW291;22;1;8;18706,4;1987,555;27;Top Regions;Napoli (Naples), Italy;Napoli (Naples);Italy;Product 1;9446611,40000001;Wholesale;2338,3;Mid. Clients;CY;C;Y;522
153;WOONSOCKET Corp;05.11.2015;01.11.2015;2015;900,48;SO - 0004478;AXW291;20;12;8;6003,2;637,84;13;Lower Regions;Dnepropetrovsk, Ukraine;Dnepropetrovsk;Ukraine;Product 12;10660912,7;Wholesale;750,4;Top Clients;AY;A;Y;533
82;Accudial Company;08.11.2015;01.11.2015;2015;14485,4;SO - 0004507;AXW291;23;5;8;30820;2041,825;2;Top Regions;Birmingham, UK;Birmingham;UK;Product 5;9609803,3;Wholesale;3852,5;Mid. Clients;BY;B;Y;432
85;Lazzy Group;09.11.2015;01.11.2015;2015;5653,728;SO - 0004516;AXW291;14;15;8;31409,6;3219,484;19;Top Regions;Kharkov, Ukraine;Kharkov;Ukraine;Product 15;10747791,6;Wholesale;3926,2;Top Clients;BY;B;Y;533
52;Avamba Company;16.11.2015;01.11.2015;2015;6869,376;SO - 0004572;AXW291;29;2;8;19081,6;1526,528;46;Mid Regions;Lódz, Poland;Lódz;Poland;Product 2;10711068,9;Wholesale;2385,2;Top Clients;BY;B;Y;523
71;Remedy Ltd;26.11.2015;01.11.2015;2015;2301,048;SO - 0004663;AXW291;18;8;8;8522,4;777,669;38;Top Regions;PRAHA (Prague), Czech Republic;PRAHA (Prague);Czech Republic;Product 8;10172670,3;Wholesale;1065,3;Top Clients;BY;B;Y;532
63;Pfizer Corp;30.11.2015;01.11.2015;2015;17076,96;SO - 0004698;AXW291;15;15;8;31624;1818,38;26;Top Regions;Barcelona, Spain;Barcelona;Spain;Product 15;10747791,6;Wholesale;3953;Top Clients;AZ;A;Z;533
123;Muxo Group;30.11.2015;01.11.2015;2015;4263,88;SO - 0004699;AXW291;16;14;8;9916;706,515;11;Top Regions;Milano (Milan), Italy;Milano (Milan);Italy;Product 14;10295467,9;Wholesale;1239,5;Mid. Clients;BY;B;Y;422
100;Aibox Company;03.12.2015;01.12.2015;2015;5010,528;SO - 0004729;AXW291;16;4;8;8790,4;472,484;6;Top Regions;Milano (Milan), Italy;Milano (Milan);Italy;Product 4;10834576,7;Wholesale;1098,8;Top Clients;AZ;A;Z;445
175;SHISEIDO Ltd;03.12.2015;01.12.2015;2015;4824;SO - 0004732;AXW291;27;10;8;10720;737;1;Top Regions;ZAGREB, Croatia;ZAGREB;Croatia;Product 10;10736750;Wholesale;1340;Mid. Clients;CY;C;Y;422
163;Zava Group;06.12.2015;01.12.2015;2015;9583,144;SO - 0004754;AXW291;3;13;8;50437,6;5106,807;25;Top Regions;MADRID, Spain;MADRID;Spain;Product 13;10153809,8;Wholesale;6304,7;Top Clients;BZ;B;Z;532
73;Deseret Group;06.12.2015;01.12.2015;2015;1166,336;SO - 0004755;AXW291;6;12;8;6860,8;711,808;31;Top Regions;PARIS, France;PARIS;France;Product 12;10660912,7;Wholesale;857,6;Top Clients;AZ;A;Z;534
132;CLINIQUE Ltd;11.12.2015;01.12.2015;2015;8104,32;SO - 0004784;AXW291;30;4;8;20260,8;1519,56;65;Top Regions;Marseille, France;Marseille;France;Product 4;10834576,7;Wholesale;2532,6;Mid. Clients;CY;C;Y;222
53;Kare Corp;13.12.2015;01.12.2015;2015;7393,584;SO - 0004803;AXW291;20;3;8;19456,8;1507,902;50;Lower Regions;Dnepropetrovsk, Ukraine;Dnepropetrovsk;Ukraine;Product 3;10374661,9;Wholesale;2432,1;Top Clients;AY;A;Y;554
113;Talane Group;17.12.2015;01.12.2015;2015;11691,232;SO - 0004841;AXW291;19;11;8;30766,4;2384,396;64;Top Regions;SOFIA, Bulgaria;SOFIA;Bulgaria;Product 11;10003749,9;Wholesale;3845,8;Top Clients;AY;A;Y;543
24;Mylan Corp;06.01.2016;01.01.2016;2016;10709,28;SO - 0004997;AXW291;28;3;8;17848,8;892,44;66;Top Regions;Zaporozhye, Ukraine;Zaporozhye;Ukraine;Product 3;10374661,9;Wholesale;2231,1;Top Clients;AY;A;Y;443
146;Vimbo Company;07.01.2016;01.01.2016;2016;4598,88;SO - 0005005;AXW291;30;14;8;15329,6;1341,34;34;Top Regions;Marseille, France;Marseille;France;Product 14;10295467,9;Wholesale;1916,2;Top Clients;AZ;A;Z;444
157;Flipstorm Group;07.01.2016;01.01.2016;2016;21181,112;SO - 0005010;AXW291;10;12;8;49258,4;3509,661;51;Lower Regions;MINSK, Belarus;MINSK;Belarus;Product 12;10660912,7;Wholesale;6157,3;Mid. Clients;CY;C;Y;522
106;Organon Corp;09.01.2016;01.01.2016;2016;13516,848;SO - 0005036;AXW291;15;10;8;25031,2;1439,294;15;Top Regions;Barcelona, Spain;Barcelona;Spain;Product 10;10736750;Wholesale;3128,9;Top Clients;AZ;A;Z;444
43;Pacific Ltd;10.01.2016;01.01.2016;2016;4401,096;SO - 0005046;AXW291;23;14;8;19135,2;1841,763;20;Top Regions;Birmingham, UK;Birmingham;UK;Product 14;10295467,9;Wholesale;2391,9;Mid. Clients;BZ;B;Z;532
98;Natures Group;11.01.2016;01.01.2016;2016;27771,768;SO - 0005059;AXW291;20;15;8;48722,4;2618,829;7;Lower Regions;Dnepropetrovsk, Ukraine;Dnepropetrovsk;Ukraine;Product 15;10747791,6;Wholesale;6090,3;Lower Clients;CY;C;Y;422
159;Quaxo Ltd;13.01.2016;01.01.2016;2016;5509,008;SO - 0005079;AXW291;15;9;8;30605,6;3137,074;30;Top Regions;Barcelona, Spain;Barcelona;Spain;Product 9;10489225,2;Wholesale;3825,7;Lower Clients;CY;C;Y;432
76;NARS Group;17.01.2016;01.01.2016;2016;5253,872;SO - 0005122;AXW291;31;3;8;20207,2;1869,166;27;Top Regions;RIGA, Latvia;RIGA;Latvia;Product 3;10374661,9;Wholesale;2525,9;Top Clients;BY;B;Y;443
108;Vitz Company;25.01.2016;01.01.2016;2016;10768,24;SO - 0005184;AXW291;24;8;8;30766,4;2499,77;27;Top Regions;Odessa, Ukraine;Odessa;Ukraine;Product 8;10172670,3;Wholesale;3845,8;Mid. Clients;BZ;B;Z;322
99;Flipbug Ltd;25.01.2016;01.01.2016;2016;448,632;SO - 0005189;AXW291;6;12;8;1447,2;124,821;13;Top Regions;PARIS, France;PARIS;France;Product 12;10660912,7;Wholesale;180,9;Top Clients;AY;A;Y;444
44;Fivechat Company;29.01.2016;01.01.2016;2016;857,6;SO - 0005213;AXW291;26;2;8;1715,2;107,2;10;Mid Regions;Torino (Turin), Italy;Torino (Turin);Italy;Product 2;10711068,9;Wholesale;214,4;Lower Clients;CZ;C;Z;422
147;SUPERVALU Ltd;29.01.2016;01.01.2016;2016;14008,896;SO - 0005214;AXW291;6;12;8;51884,8;4734,488;27;Top Regions;PARIS, France;PARIS;France;Product 12;10660912,7;Wholesale;6485,6;Lower Clients;CZ;C;Z;522
44;Fivechat Company;31.01.2016;01.01.2016;2016;8749,664;SO - 0005232;AXW291;10;1;8;31248,8;2812,392;10;Lower Regions;MINSK, Belarus;MINSK;Belarus;Product 1;9446611,40000001;Wholesale;3906,1;Lower Clients;CZ;C;Z;422
94;Browsetype Corp;01.02.2016;01.02.2016;2016;943,36;SO - 0005242;AXW291;24;2;8;1715,2;96,48;63;Top Regions;Odessa, Ukraine;Odessa;Ukraine;Product 2;10711068,9;Wholesale;214,4;Top Clients;AY;A;Y;433
14;Alembic Ltd;04.02.2016;01.02.2016;2016;11477,368;SO - 0005261;AXW291;26;4;8;49901,6;4803,029;2;Mid Regions;Torino (Turin), Italy;Torino (Turin);Italy;Product 4;10834576,7;Wholesale;6237,7;Top Clients;AY;A;Y;323
13;Nexus Group;12.02.2016;01.02.2016;2016;7301,392;SO - 0005329;AXW291;12;12;8;14900,8;949,926;9;Top Regions;BEOGRAD (Belgrade), Serbia;BEOGRAD (Belgrade);Serbia;Product 12;10660912,7;Wholesale;1862,6;Top Clients;AZ;A;Z;533
144;Wordpedia Ltd;14.02.2016;01.02.2016;2016;4931,2;SO - 0005347;AXW291;12;1;8;30820;3236,1;12;Top Regions;BEOGRAD (Belgrade), Serbia;BEOGRAD (Belgrade);Serbia;Product 1;9446611,40000001;Wholesale;3852,5;Top Clients;BY;B;Y;433
113;Talane Group;22.02.2016;01.02.2016;2016;9024,096;SO - 0005418;AXW291;12;4;8;19617,6;1324,188;64;Top Regions;BEOGRAD (Belgrade), Serbia;BEOGRAD (Belgrade);Serbia;Product 4;10834576,7;Wholesale;2452,2;Top Clients;AY;A;Y;543
135;Kaymbo Company;23.02.2016;01.02.2016;2016;5312,296;SO - 0005437;AXW291;16;11;8;31248,8;3242,063;60;Top Regions;Milano (Milan), Italy;Milano (Milan);Italy;Product 11;10003749,9;Wholesale;3906,1;Mid. Clients;BY;B;Y;422
2;Jaxbean Group;24.02.2016;01.02.2016;2016;10170,6;SO - 0005450;AXW291;24;2;8;18492;1040,175;42;Top Regions;Odessa, Ukraine;Odessa;Ukraine;Product 2;10711068,9;Wholesale;2311,5;Top Clients;AY;A;Y;533
115;Dynazzy Company;07.03.2016;01.03.2016;2016;4922,624;SO - 0005545;AXW291;12;3;8;8790,4;483,472;61;Top Regions;BEOGRAD (Belgrade), Serbia;BEOGRAD (Belgrade);Serbia;Product 3;10374661,9;Wholesale;1098,8;Top Clients;BY;B;Y;423
135;Kaymbo Company;08.03.2016;01.03.2016;2016;9471,12;SO - 0005548;AXW291;9;13;8;30552;2635,11;60;Top Regions;Hamburg, Germany;Hamburg;Germany;Product 13;10153809,8;Wholesale;3819;Mid. Clients;BY;B;Y;422
75;Cogilith Group;28.03.2016;01.03.2016;2016;3380,552;SO - 0005708;AXW291;13;2;8;19885,6;2063,131;50;Lower Regions;WIEN (Vienna), Austria;WIEN (Vienna);Austria;Product 2;10711068,9;Wholesale;2485,7;Mid. Clients;CY;C;Y;532
10;Unit Ltd;04.04.2016;01.04.2016;2016;12771,808;SO - 0005772;AXW291;17;6;8;27764,8;1874,124;32;Top Regions;München (Munich), Germany;München (Munich);Germany;Product 6;11016019,4;Wholesale;3470,6;Lower Clients;CY;C;Y;522
73;Deseret Group;05.04.2016;01.04.2016;2016;8249,04;SO - 0005781;AXW291;1;15;8;18331,2;1260,27;31;Lower Regions;LONDON, UK;LONDON;UK;Product 15;10747791,6;Wholesale;2291,4;Top Clients;AZ;A;Z;534
127;Topco Company;15.04.2016;01.04.2016;2016;1745,216;SO - 0005867;AXW291;13;3;8;7932,8;773,448;4;Lower Regions;WIEN (Vienna), Austria;WIEN (Vienna);Austria;Product 3;10374661,9;Wholesale;991,6;Top Clients;AZ;A;Z;533
23;Devpoint Group;16.04.2016;01.04.2016;2016;4586,016;SO - 0005874;AXW291;27;2;8;14793,6;1275,948;48;Top Regions;ZAGREB, Croatia;ZAGREB;Croatia;Product 2;10711068,9;Wholesale;1849,2;Top Clients;AY;A;Y;523
58;Ozu Ltd;23.04.2016;01.04.2016;2016;2424,864;SO - 0005925;AXW291;7;3;8;8361,6;742,092;14;Lower Regions;BUCURESTI (Bucharest), Romania;BUCURESTI (Bucharest);Romania;Product 3;10374661,9;Wholesale;1045,2;Lower Clients;CY;C;Y;511
40;Twinte Group;26.04.2016;01.04.2016;2016;7332,48;SO - 0005951;AXW291;6;13;8;30552;2902,44;59;Top Regions;PARIS, France;PARIS;France;Product 13;10153809,8;Wholesale;3819;Mid. Clients;BY;B;Y;122
49;Skyvu Group;27.04.2016;01.04.2016;2016;24118,392;SO - 0005964;AXW291;21;14;8;45506,4;2673,501;58;Mid Regions;Donetsk, Ukraine;Donetsk;Ukraine;Product 14;10295467,9;Wholesale;5688,3;Top Clients;AY;A;Y;543
81;General Company;02.05.2016;01.05.2016;2016;1056,992;SO - 0006012;AXW291;8;9;8;1822,4;95,676;48;Mid Regions;BUDAPEST, Hungary;BUDAPEST;Hungary;Product 9;10489225,2;Wholesale;227,8;Top Clients;BY;B;Y;433
88;Twitterbri Ltd;09.05.2016;01.05.2016;2016;4401,096;SO - 0006060;AXW291;23;14;8;8629,6;528,563;46;Top Regions;Birmingham, UK;Birmingham;UK;Product 14;10295467,9;Wholesale;1078,7;Top Clients;AY;A;Y;523
59;Gabvine Ltd;13.05.2016;01.05.2016;2016;4273,528;SO - 0006091;AXW291;30;11;8;25138,4;2608,109;64;Top Regions;Marseille, France;Marseille;France;Product 11;10003749,9;Wholesale;3142,3;Mid. Clients;CY;C;Y;532
121;Tambee Company;15.05.2016;01.05.2016;2016;4448,8;SO - 0006100;AXW291;18;11;8;8897,6;556,1;47;Top Regions;PRAHA (Prague), Czech Republic;PRAHA (Prague);Czech Republic;Product 11;10003749,9;Wholesale;1112,2;Top Clients;AY;A;Y;133
130;Jayo Company;15.05.2016;01.05.2016;2016;637,84;SO - 0006110;AXW291;20;8;8;1876;154,77;53;Lower Regions;Dnepropetrovsk, Ukraine;Dnepropetrovsk;Ukraine;Product 8;10172670,3;Wholesale;234,5;Top Clients;AY;A;Y;234
95;Realbridge Corp;16.05.2016;01.05.2016;2016;3869,92;SO - 0006117;AXW291;15;4;8;20368;2062,26;9;Top Regions;Barcelona, Spain;Barcelona;Spain;Product 4;10834576,7;Wholesale;2546;Top Clients;BY;B;Y;533
135;Kaymbo Company;17.05.2016;01.05.2016;2016;14399,64;SO - 0006129;AXW291;29;1;8;31999,2;2199,945;60;Mid Regions;Lódz, Poland;Lódz;Poland;Product 1;9446611,40000001;Wholesale;3999,9;Mid. Clients;BY;B;Y;422
133;Mydo Corp;19.05.2016;01.05.2016;2016;4877,6;SO - 0006144;AXW291;3;8;8;18760;1735,3;54;Top Regions;MADRID, Spain;MADRID;Spain;Product 8;10172670,3;Wholesale;2345;Top Clients;AZ;A;Z;533
47;Gigabox Group;28.05.2016;01.05.2016;2016;9516,144;SO - 0006228;AXW291;10;1;8;43255,2;4217,382;39;Lower Regions;MINSK, Belarus;MINSK;Belarus;Product 1;9446611,40000001;Wholesale;5406,9;Top Clients;AY;A;Y;533
58;Ozu Ltd;05.06.2016;01.06.2016;2016;3589,056;SO - 0006304;AXW291;27;8;8;19939,2;2043,768;14;Top Regions;ZAGREB, Croatia;ZAGREB;Croatia;Product 8;10172670,3;Wholesale;2492,4;Lower Clients;CY;C;Y;511
78;US Ltd;05.06.2016;01.06.2016;2016;720,384;SO - 0006308;AXW291;1;7;8;1715,2;124,352;50;Lower Regions;LONDON, UK;LONDON;UK;Product 7;9503112,49999999;Wholesale;214,4;Top Clients;AY;A;Y;433
151;Snaptags Ltd;07.06.2016;01.06.2016;2016;1070,928;SO - 0006328;AXW291;2;14;8;1983,2;114,034;57;Lower Regions;BERLIN, Germany;BERLIN;Germany;Product 14;10295467,9;Wholesale;247,9;Top Clients;AY;A;Y;523
128;Cantrell Company;08.06.2016;01.06.2016;2016;6792,192;SO - 0006335;AXW291;15;6;8;15436,8;1080,576;35;Top Regions;Barcelona, Spain;Barcelona;Spain;Product 6;11016019,4;Wholesale;1929,6;Top Clients;AY;A;Y;443
113;Talane Group;11.06.2016;01.06.2016;2016;3073,96;SO - 0006353;AXW291;25;13;8;8308;654,255;64;Top Regions;Köln (Cologne), Germany;Köln (Cologne);Germany;Product 13;10153809,8;Wholesale;1038,5;Top Clients;AY;A;Y;543
139;Zoomzone Corp;13.06.2016;01.06.2016;2016;10876,512;SO - 0006371;AXW291;16;7;8;19081,6;1025,636;63;Top Regions;Milano (Milan), Italy;Milano (Milan);Italy;Product 7;9503112,49999999;Wholesale;2385,2;Mid. Clients;BZ;B;Z;432
90;Aimbo Corp;13.06.2016;01.06.2016;2016;2161,152;SO - 0006374;AXW291;9;3;8;9004,8;855,456;49;Top Regions;Hamburg, Germany;Hamburg;Germany;Product 3;10374661,9;Wholesale;1125,6;Top Clients;AY;A;Y;544
15;Centizu Company;14.06.2016;01.06.2016;2016;2492,4;SO - 0006379;AXW291;2;10;8;8308;726,95;23;Lower Regions;BERLIN, Germany;BERLIN;Germany;Product 10;10736750;Wholesale;1038,5;Top Clients;AY;A;Y;533
113;Talane Group;25.06.2016;01.06.2016;2016;12614,224;SO - 0006468;AXW291;15;14;8;30766,4;2269,022;64;Top Regions;Barcelona, Spain;Barcelona;Spain;Product 14;10295467,9;Wholesale;3845,8;Top Clients;AY;A;Y;543
109;WOCKHARDT Group;27.06.2016;01.06.2016;2016;18062,128;SO - 0006482;AXW291;27;11;8;31141,6;1634,934;19;Top Regions;ZAGREB, Croatia;ZAGREB;Croatia;Product 11;10003749,9;Wholesale;3892,7;Top Clients;AY;A;Y;444
57;Camido Company;01.07.2016;01.07.2016;2016;2675,176;SO - 0006515;AXW291;25;9;8;8629,6;744,303;54;Top Regions;Köln (Cologne), Germany;Köln (Cologne);Germany;Product 9;10489225,2;Wholesale;1078,7;Top Clients;BY;B;Y;533
43;Pacific Ltd;02.07.2016;01.07.2016;2016;3879,568;SO - 0006519;AXW291;23;2;8;8254,4;546,854;20;Top Regions;Birmingham, UK;Birmingham;UK;Product 2;10711068,9;Wholesale;1031,8;Mid. Clients;BZ;B;Z;532
106;Organon Corp;04.07.2016;01.07.2016;2016;5186,336;SO - 0006538;AXW291;2;4;8;8790,4;450,508;15;Lower Regions;BERLIN, Germany;BERLIN;Germany;Product 4;10834576,7;Wholesale;1098,8;Top Clients;AZ;A;Z;444
1;Geiss Company;06.07.2016;01.07.2016;2016;4028,04;SO - 0006559;AXW291;15;2;8;8951,2;615,395;6;Top Regions;Barcelona, Spain;Barcelona;Spain;Product 2;10711068,9;Wholesale;1118,9;Mid. Clients;CY;C;Y;522
